fahren "(fährt, fuhr, ist/hat gefahren) 1. Vi 搭乘, 行驶 2. Vt 驾驶 3. Vt 运输, 载送"
Fahrer "m, - 司机, 驾驶员 "
Fahrgast "m, ⸚e 乘客"
Fahrgestell "n, -e 飞机的起落架"
Fahrigkeit "f, -en 漫不经心,粗心"
Fahrkarte "f, -n 车(船)票"
Fahrplan "m, ⸚e行车时刻表"
Fahrrad "n, ⸚er 自行车"
Fahrschein "m, -e 车票, 船票"
Fahrstuhl "m, ⸚e 电梯; 轮椅"
Fahrt "f, -en 行驶, 行程, 旅行"
Fahrzeug "n, -e 车辆, 交通工具"
fair "Adj 规矩的; 公正的"
Fakt "n, -en 事实"
faktisch "Adj 实际上"
Faktor "m, -en 要素, 因素"
Faktum "n, ...ten 事实, 实际, 真相"
Fakultät "f, -en (大学的)学院, 系"
Fall "m, ⸚e (o. Pl) 情况, 事件; o. Pl) 跌落; auf jeden Fall 无论如何; auf keinen Fall 绝不"
fallen "Vi (fällt, fiel, ist gefallen) 落, 跌落, 降(下); 阵亡"
fällen "Vt 砍伐; 使向前倾斜; 使沉淀"
fallenlassen "Vt 放弃; 不再支持"
fällig "Adj 到期的"
falls "Konj 如果, 倘若"
Fallschirm "m, -e 降落伞"
falsch "Adj 错(误)的, 假的"
fälschen "Vt 伪造"
fälschungssicher "Adj 防伪造的"
Falte "f, -n 褶印; 皱褶; 皱纹"
falten "Vt 折叠; 使皱"
familiär "Adj 家庭 的; 亲密的"
Familie "f, -n 家庭"
Familienangehörige "m/f (dekl. wie Adj) 家庭成员, 家属"
Fan "m -s 狂热爱好 者, 迷"
fanatisch "Adj 狂热的, 偏激的"
Fanatismus "m 狂热, 盲信"
Fang "m, ⸚e 渔猎; 猎物"
fangen "Vt (fängt, fing, gefangen) 捕捉"
Fangfrage "f, -n 狡猾的问题, 诱惑性的问题"
Farbbild "n, ⸚er 彩色图像"
Farbe "f, -n 颜色"
färben "1. Vt 把...染色 2. + sich 受染, 变色"
Farbfilm "m, -e 彩色胶卷; 彩色电影"
Farbfoto "n 彩色照片"
farbig "Adj 彩色的"
Farbsignal "n, -e 色彩信号"
Farbstoff "m, -e 颜料, 染料"
Farbton "m, ⸚e 色调"
Färbung "f, -en 染色; 着色; 色泽"
Fasching "m -e/-s 狂欢节"
Faschismus "m 法西斯主义"
Faschist "m, -en 法西斯分子"
Faser "f, -n 纤维, 纱, 线"
Faserbrei "m 纤维浆"
faserig "Adj 含纤维的"
Fass "n, Fässer 圆桶"
Fassade "f, -n 房屋外立面; 房屋正面"
fassen "Vt 握住, 抓住; 容纳"
Fassung "f, -en 镶嵌宝石的托座; 眼镜等的边框; 灯头,理解,内容"
fast "Adv 几乎, 差不多"
Faszination "f, -en 魅力, 诱惑力"
faszinieren "Vt 吸引人"
faszinierend "Adj 吸引人的, 有魅力的"
fatal "Adj 令人不快的"
faul "Adj 懒惰的, 腐烂的"
faulenzen "Vi 无所事事, 懒; 休息"
faulenzen "无所事事, 偷懒"
Faust "f, ⸚e 拳"
Faustregel "f, -n 简便的法则"
Favorit "m, -en 宠儿; 最有希望获胜的参赛者"
Fazit "n, -e /-s 结论, 总结"
Februar "m, -e 二月"
Feder "f, -n 羽毛; 蘸水钢笔; 发条, 弹簧"
Federball "m, ⸚e 羽毛球; 羽毛球运动"
Federhalter "m, - (蘸水)钢笔杆"
fegen "Vt 1. Vt 清扫, 擦光 "
fehl "Adv 不合适的"
fehlbar "Adj 有错误的; 违章的"
fehlen "(Vi/ + an D)缺少, 缺乏; 缺席"
Fehlentscheidung "f, -en 错误决定"
Fehler "m, - 缺点, 错误, 缺陷"
fehlerlos "Adj 无错误的"
fehlgehen "Vi 迷路, 谬误; 没打中"
Fehlschlag "m, ⸚e 打不中; 失败, 挫折"
fehlschlagen "Vi 打不中, 失败"
Fehlurteil "n, -e 错误判决"
Feier "f, -n 庆祝会"
Feierabend "m, -e 下班"
feierlich "Adj 郑重的"
feiern "Vt/Vi 庆祝"
Feierstunde "f, -n 纪念会"
Feiertag "m, -e 节(假)日"
Feige "f, -n 无花果; 女流"
Feigling "m, -e 胆小鬼, 懦夫"
feilen "Vt/Vi + an D 锉磨, 修饰"
feilschen "Vi (+ um A) 讲价, 讨价还价"
fein "Adj 细的, 细致的; 精美的, 上等的"
Feind "m, -e 敌人"
feindlich "Adj 敌对的"
Feinheit "f, -en 纤细; 高雅; 小巧; 细致"
Feinschmecker "m, - 美食家"
Feld "n, -er 田地, 田野; (电、磁)场"
Fell "n, -e 皮毛; 皮革"
Fels "m, -en 山崖; 支柱"
Felsen "m, - 岩石, 山崖"
Felsenriff "n, -e 礁石"
Felswand "f, ⸚e 岩壁"
Fenster "n, - 窗"
Fensterglas "n, -er 窗玻璃"
Fensterladen "m, ⸚ 百叶窗"
Fensterscheibe "f, -n 窗玻璃"
Ferien "f, Pl (学校等的)假期"
fern "Adj 远的, 遥远的"
fern/bleiben "Vi 不参加; 远离"
fern/halten "1. Vt 使远离, 2. + sich 避开3. Vi (+ von D) 远离"
fern/sehen "Vi (sieht, fern, sah fern, ferngesehen) 看电视"
fern/steuern "Vt 遥控"
Fernbedienung "f, -en 遥控"
Ferne "f 远处, 远方"
ferner "Adv 此外, 更"
Ferngespräch "n, -e 长途电话 "
Fernglas "n, ⸚er 望远镜"
Fernkurs "m, 函授班, 函授教程"
Fernrohr "n, -e 望远镜"
Fernsehapparat "m, -e 电视机"
Fernsehen "n, o. Pl 电视"
Fernseher "m, - 电视机, 电视观众"
Fernsehfunk "m 电视广播"
Fernsehsender "m, - 电视发射台"
Fernsehtechnik "f 电视技术"
Fernsprecher "m, - 电话机"
Fernstudium "n, ...ien 函授, 电视(学习)"
Fernverkehr "m 远程交通; 长途通话"
fertig "Adj 准备好的, 完成了的"
fertig/machen "Vt 结束, 完成"
fertigen "Vt 制作"
Fertigkeit "f, -en 技能"
Fertigungsverfahren "n 加工方法"
Fessel "f, -n 1. 枷锁; 桎梏 2. 蹄冠; 人的脚拐"
fesseln "Vt 捆住; 给...带上手铐(或脚镣)"
fest "Adj 坚固的, 坚定的, 固定的"
Fest "n, -e 节日, 庆典"
fest/halten "Vt/ + sich (hält fest, hielt fest, festgehalten) 抓牢, 握住"
fest/legen "Vt 规定, 确定"
fest/nähen "缝牢, 缝合"
fest/nehmen "Vt 拘留, 逮捕"
fest/setzen "1. Vt 规定, 约定; 拘捕 2. + sich 定居, 落户"
fest/stehen "Vi (steht fest, stand fest, festgestanden) 确定, 定下"
fest/stellen "Vt 发觉, 看到; 确诊, 确认; 强调指出"
festigen "Vt/ + sich 加强, 巩固"
Festigkeit "f, -en 强度; 坚强"
Festigung "f 加强, 巩固"
Festival "n, -s 定期举行的文艺(或音乐、体育)会演(或比赛), 联欢节"
Festland "n 大陆"
festlich "Adj 高兴的"
fett "Adj 油腻的: 肥胖的; 肥沃的"
feucht "Adj 潮湿的"
Feuchtigkeit "f 湿气; 水分含量"
feudal "Adj 封建的"
Feudalherr "m, -n 封建主, 地主"
feudalistisch "Adj 封建主义的"
Feuer "n, - 火, 火灾"
Feuerlöscher "m, - 灭火器"
feuern "Vt 生火;开火"
Feuerwehr "f, -en 消防队, 消防车"
Feuerwerk "n, -e 烟火; 有声有色的讲话"
Feuerwerkskörper "m, - 烟花爆竹"
Feuerzeug "n, -e 打火机"
Feuilleton "n, -s 副刊; 小品文章"
feurig "Adj 炽热的, 火红的"
Fichte "f, -n 云杉, 冷杉"
Fieber "n, - 发烧; 狂热"
fieberhaft "Adj 发烧的"
Figur "f, -en 身材, 体形; (雕)像"
Film "m, -e 胶卷, 胶片; 影片"
filmen "Vt/Vi 拍摄(电影)"
Filmkomödie "f, -n 喜剧片"
Filmschauspielerin "f, -nen 女电影演员"
Filter "n/m, - 过滤器, 滤纸"
filtern "Vt 过滤"
Filz "m, -e 毡 "
Finale "n, -s 结尾; 终曲; 决赛"
Finanzamt "n, ⸚er 财政局"
Finanzen "Pl 财政状况; 个人经济状况"
finanziell "Adj 财政的, 金融的, 经济的"
finanzieren "Vt 向...提供资金, 为...担负费用"
Finanzierung "f, -en 筹措经费"
Finanzministerium "n, ..rien 财政部"
finden "Vt (findet, fand, gefunden) 找到, 寻得; 认为"
Finger "m, - 手指"
Fingernagel "m, ⸚ 指甲"
finster "Adj 黑暗的, 阴暗的; 忧郁的, 阴沉的"
Finsternis "f 昏暗; (日月)食"
Firma "f, ..men 商号, 公司"
Firmenarchiv "n, -e 公司档案馆"
Fisch ".m, -e 鱼"
fischen "Vt/Vi 捕(鱼); 打捞"
Fischer "m 渔夫, 渔民"
fixieren "Vt 固定, 规定, 凝视;记录; 确定"
flach "Adj 平坦的, 浅的"
Fläche "f, -n 平面; 面积; 平原"
Flachland "n 平原"
Flagge "f, -n 旗子; 国旗; 表示国籍的船旗"
Flair "n, 敏锐的嗅觉; 气氛; 魅力"
Flamme "f, -n 火焰"
Flasche "f, -n 瓶"
flechten "Vt 编织; 插入"
Fleck "m, -e 污渍, 斑点"
Fleisch "n, o. Pl 肉"
Fleiß "m, o. Pl 勤劳, 努力"
fleißig "Adj 勤劳的, 努力的"
flektieren "Vt 使变位; 使变格"
Flicken "m, - 补丁"
flicken "Vt 修补, 补缀"
Fliege "f, -n 蝇"
fliegen "Vi (fliegt, flog, ist geflogen) 飞, 飞行"
fliehen "Vi (flieht, floh, ist geflohen) 逃跑, 躲避 "
Fliehkraft "f 离心力"
Fließband "n, ⸚er 传送带, 流水线"
fließen "(fließt,, floss, ist geflossen) 流(动)"
fließend "P. I 流(动)的, 流利的"
Flohmarkt "m, ⸚e 跳蚤市场; 旧货市场"
Flöte "f, -n 长笛; 风琴的笛声"
Flotte "f, -n 船队; 舰队; 海军"
fluchen "Vi (+ über A /+ auf A) 骂, 咒骂"
Flucht "f, -en 逃亡, 逃走"
flüchten "Vi 逃跑, 逃走"
flüchtig "Adj 逃跑的, 急速的, 草率的"
Flüchtling "m, -e 逃亡者; 难民"
Flügel "m, - 翅膀, 翼；三角大钢琴"
flüssig "Adj 液态的, 流质的"
Flüssigkeit "f, -en 液体, 流体"
flüstern "Vi/Vt 低语, 耳语"
Flug "m, ⸚e 飞, 飞行"
Flugblatt "n, ⸚er 传单"
Flugdrachen "m 滑翔翼"
Flugerlaubnis "f, -se 飞行执照, 飞行准许"
Fluggast "m, ⸚e (飞机)乘客"
Fluggesellschaft "f, -en 航空公司"
Flughafen "m, ⸚ 机场, 航空港"
Fluglinie "f, -n 航(空)线"
Flugmanöver "n 飞行演习"
Flugplatz "m, ⸚e 机场"
Flugschein "m, -e 机票"
Flugsicherheit "f 飞行安全性"
Flugzeug "n, -e 飞机"
Flur "m, -e 走道; 地板"
Fluss "m, Flüsse 河流"
Flut "f, -en 1. 涨潮, 潮水 2. Pl 洪水 "
Folge "f, -n 后果, 效果; 次序, 连续"
folgen "Vi 跟随; 听从; 接着; 得出(结论)"
folgend "P.I 以下的, 后面的"
folgendermaßen "Adv 如下"
folgenreich "Adj 后果严重的"
folgerichtig "Adj 合乎逻辑的; 一贯的"
folgern "Vt 推论, 得出结果"
folglich "Adv 因此"
Folie "f, -n 箔，薄膜"
Folter "f, -n 拷问; 刑具; 痛苦"
foltern "Vt 施刑; 折磨"
Fond "m, -s 基本, 基础; 汽车的后座; 画的背景; 底色"
Fundort "m, -e 发现地, 发掘地"
forcieren "Vt 加速，强行实施"
fördern "Vt 促进, 资助；推动; 开采"
fordern "Vt 要求, 索取"
Forderung "f, -en 要求"
Forelle "f, -n 鳟"
Form "f, -en (外表)形状, 形式"
formal "Adj 形式的"
Format "n, -e 尺寸"
Formel "f, -n 公式, 表达形式"
Formelzeichen "n 公式符号"
formen "Vt 使...成形状; 塑造; 制作"
förmlich "Adj 正式的"
Formular "n, -e 表格"
formulieren "Vt 表达; 撰写"
Formulierung "f, -en 表述, 措词, 草拟"
forschen "Vi (科学)研究 + nach 寻找, 探求"
Forscher "m, - 研究者"
Forschung, "f, -en 研究, 探讨"
Forschungsreise "f, -n 科研旅行"
Forschungstätigkeit "f, -en 研究工作"
Forschungszweck "m, -e 研究目的"
Förster "m, - 森林管理员, 林区主管人员"
fort "Adv 离去, 不见了"
fort/bilden "Vt/ + sich 深造, 进修"
fort/fahren "Vi (fährt fort, fuhr fort, ist fortgefahren) (乘车、船等)离去, 继续"
fort/setzen "Vt 继续"
fortan "Adv 从此以后"
Fortbildung "f, o. Pl 进修, 深造"
Fortgang "m 离去; 进展"
fortgeschritten "Adj 先进的"
fortschreitend "Adj 进步的, 前进的"
Fortschritt "m, -e 进步"
fortschrittlich "Adj 进步的, 先进的"
Fortsetzung "f, -en 继续; 续篇"
fortwährend "Adv 持续地"
Forum "n, …ren 广场; 法庭; 论坛"
Foto "n, -s 照片, 相片"
fotografieren "Vt/Vi 给...摄影, 照相"
fotokopieren "Vt 复印, 影印"
Frack "m, ⸚e/-s 大礼服, 燕尾服"
Frage "f, -n 问题,, 疑问； in Frage kommen 属考虑之列 "
Fragebogen "m, -/ ⸚e 调查表"
fragen "Vt/Vi 1. 问 2. Vt + nach 打听 3. + sich 自问, 思考"
Frager "m, - 提问者"
fraglich "Adj 不肯定的,成问题的"
Fraktion "f, -en 议会党团; 派别; 馏出物, 馏分"
fragwürdig "Adj 成问题的, 可疑的"
frankieren "Vt 贴上邮票"
fränkisch "Adj 法兰克的"
Franzose "m, -n 法国人"
französisch "Adj 法国的, 法语的"
Französisch 法语
Frau "f, -en 妇女; 妻子; 夫人"
Fräulein "n, - 小姐, 女服务员"
frech "Adj 调皮捣蛋的, 厚颜无耻的"
Frechheit "f, -en 放肆"
frei "Adj 空闲的; 自由的;无人占用的; 免费的"
frei/geben "Vt 释放; 解除"
frei/lassen "Vt 释放 "
frei/setzen "Vt 放出, 解放"
frei/sprechen "Vt (+ von D) 宣告...无罪; 给予...满师"
freiberuflich "Adj 自由职业的"
Freie "n 露天; 郊外"
Freigabe "f, -n 退还, 交还; 释放"
Freiheit "f, -en 自由, 独立; 游离"
Freiheitsstrafe "f, -n 监禁"
freilich "Adv 当然, 无疑"
Freitag "m, -e 星期五"
freiwillig "Adj 志愿的, 自动的"
Freizeit "f, -en 业余时间, 空闲时间"
Freizeitbeschäftigung "f 业余活动; 业余工作"
Freizügigkeit "f 慷慨，大方"
fremd "Adj 外国的; 陌生的; 他人的 "
Fremde "m/f, (dekl. wie Adj) 陌生人; 外地人; 外国人"
Fremdenfeindlichkeit "f 排外"
Fremdheit "f 陌生, 生疏; 外国风格, 奇特 "
Fremdsprache "f, -en 外国语"
Fremdsprachenkorrespondentin "f, 外语记者, 外语通讯员"
Fremdwort "n, ⸚er 外来词, 外来语"
Frequenz "f, -en 频率"
fressen "Vt (frisst, fraß, gefressen) (指动物)吃"
Freude "f, -n 愉快,, 高兴"
freudig "Adj 快乐的"
freuen "Vt 1. 使高兴 2. + sich 感到高兴"
Freund "m, -e 朋友, ...的爱好者"
freundlich "Adj 友好的, 亲切的"
Freundlichkeit "f, -en 友好, 亲切, 善良"
Freundschaft "f, -en 友谊"
freundschaftlich "Adj 友好的 "
Frieden "m, o.Pl 和平安宁"
friedfertig "Adj 和气的, 温和的"
Friedhof "m, ⸚e 墓地"
friedlich "Adj 和平的, 宁静的"
friedliebend "Adj 爱和平的; 和气的"
frieren "Vi (friert, fror, ist/hat gefroren) 感到寒冷"
frisch "Adj 新鲜的, 清新的; 干净的, 清洁的:精神焕发的"
Frische "f 新鲜; 朝气; 清新"
Friseur "m, -e 理发师"
frisieren "Vt 理发; 修饰; 美化"
Frist "f, -en 期限"
froh "Adj 快活的.高兴的"
fröhlich "Adj 愉快的.兴高采烈的"
fromm "Adj 虔诚的; 心地善良的"
Frömmigkeit "f 笃信"
Front "f, -en 正面, 前面; 前线, 阵线"
Frosch "m ⸚e 青蛙"
Frost "m, ⸚e 严寒; 冻疮"
Frucht "f, ⸚e 果实, 成果"
fruchtbar "Adj 肥沃的"
Fruchtbarkeit "f 肥沃; 多产; 有益"
früh "Adj/Adv 早的, 早上"
früher "Adj/Adv 以前的; 从前; 早一些"
frühestens "Adv 不早于, 最早"
Frühjahr ", -e 春季"
Frühling "m, -e 春季"
Frühstück "n, -e 早餐"
Frühstücken 吃早餐
frühzeitig "Adj 早的, 提早的"
Frühzug "m, ⸚e 早期列车"
Frustration "f -en 挫败, 挫折"
frustriert "Adj 受挫折的, 令人失望的"
Fuchs "m, ⸚e狐狸, 狡猾的人"
fügen "Vt/ + sich + in A 配合; 服从; 适应"
fühlbar "Adj 可感觉到的, 明显的"
fühlen "Vt/+sich 1. 感觉到 2. + sich 感觉, 觉得"
führen "Vt 引导, 带领; 领导; 掌管; 进行; 通向, 导致"
führend "P. I 领先的"
Führer "m, - 领袖; 向导, 导游; 指南"
Führerschein "m, -e 驾驶执照"
Führersitz "m, -e 驾驶座"
Führung "f, -en 领导, 指引; 导游, 引导"
füllen "Vt/ + sich 装满, 注入"
Füller "m, - 自来水钢笔"
fünf "Num 五"
fünfzehn "Num 十五"
fünfzig "Num 五十"
für "+ A Präp. 为了, 对于"
fürchten "Vt/ + sich 1. 害怕, 担心 2. + sich 害怕, 恐惧"
fürchterlich "Adj 可怕的, 非常的"
Fürsorge "f, 照顾，关怀，救济 救济金; 救济物"
fürsorglich "Adj 关心的, 关怀的"
Fürst "m, -en -en 诸侯，王公 ; 领主"
füttern "Vt 喂...(食); 加衬里"
Fuhrmann "m, ...leute 马车夫"
Fund "m, -e 找到; 拾物; 出土物"
Fundament "n, -e 墙基; 基础"
Fundbüro "n -s 失物招领处"
Funk "m 无线电; 无线电台; 收发报机"
funkeln "Vi 闪光, 发出火花"
Funktion "f, -en 功能, 作用; 职务; 函数"
Funktionär "m, -e 干部, 机关工作人员"
funktionieren "Vi 正常运转, 起作用"
Funktionsglied "n, -er 功能元件"
Furcht "f 害怕, 畏惧"
furchtbar "Adj 可怕的, 非常"
furzen "Vi 放屁"
Fusion "f, -en 合并，联合,聚合熔化; 聚变"
Fuß "m, ⸚e 足, 脚； zu Fuß gehen 步行"
Fußball "m, ⸚e 足球"
Fußboden "m, 地板"
Fußgänger "m, - 行人"
Fußgängerzone "f -n 步行区"
Futter "n, - 饲料"
füttern "Vt 喂...(食); 加衬"
Gabe "f, -n 礼物, 礼品; 捐助, 捐赠; 才能"
Gabel "f, -n (餐)叉, 叉子"
Gabelstapler "m 铲车, 叉车"
gähnen "Vi 打哈欠"
Galerie "f, -n 1)长廊，2）画廊，绘画馆"
Galle "f, -n 胆囊，胆汁"
galoppieren "Vi (h, s)（马）飞跑，疾驰"
Gang "m, ⸚e 1. 过道, 走廊; 行走, 步态; 运转；一道菜；回合2. o. Pl 过程"
gängig "Adj, 通行的，惯用的"
Gans "f, ⸚e 鹅；蠢货"
Gangster "m, - 匪徒"
ganz "Adv/Adj , 很, 颇; 整个的, 完全的; 无损的, 完好的"
Ganze "n, dekl. wie Adj) 整体"
gänzlich "Adj 完全的"
gar "Adv 完全, 甚; 烧熟的"
Garage "f, -n (汽)车库"
Garantie "f, n 保证, 担保"
garantieren "Vt /+ für 保证"
Garderobe "f, -n 1. 衣帽间 2. o. Pl 衣服, 衣着"
Gardine "f, -n 窗帘 "
gären "Vi 发酵; 骚动, 酝酿"
Garten "m, ⸚ 花园"
Gärtner "m, - 园圃工人, 园丁"
Gas "n, -e 气体, 煤气"
gesamt "Adj 全部的, 全体的"
Gasbrenner "m 瓦斯灯; 煤气灯"
gasförmig "Adj 气态的"
Gasmaske "f, -n 防毒面具"
Gasse "f, -n 巷, 胡同"
Gast "m, ⸚e 客人, 宾客; (饭店)顾客, 旅客"
Gastarbeiter "m, - 外籍工人"
gastfreundlich "Adj 好客的, 殷勤招待的 "
Gastgeber "m, - 邀请者, 东道主 "
Gasthaus "n, ⸚er 旅店, 饭店"
Gastronomie "f 烹调艺术; 饮食行业"
Gastspiel "n, -e 客座演出, 巡回演出, 特约演出"
Gaststätte "f, -n 饮食店, 饭馆客栈"
Gaststättengewerbe "n 酒菜馆行业; 旅馆行业"
Gatte "m, -n (她人的)丈夫"
Gattin "f, -nen (他人的)夫人"
Gattung "f, -en 种类"
Gebärde "f, -n 手势"
gebären "Vt 分娩; 创造"
Gebäude "n, - 建筑物"
geben "Vt (gibt, gab, gegeben) 给予, 演出(剧目)； es gibt 有, 存在"
Gebet "n, -e 祈祷, 默祷"
Gebiet "n, -e 区域; 领域, 方面"
gebieten "Vt/Vi + üben 命令, 控制 "
Gebieter "m, - 主宰, 统治者"
Gebilde "n, - 产物; 形成物; 结构"
gebildet "Adj 有教养的"
Gebildete "m, (dekl. wie Adj) 受过教育的人"
Gebirge "n, - 山脉"
geboren "Adj 出生的, 生来的, 天才的"
Geborgenheit "f 安全, 保险"
Gebot "n, -e 要求; 支配; 报价"
Gebrauch "m, ⸚e 1. 使用, 利用 2. PI 风格, 习惯"
gebrauchen "Vt 使用, 利用"
gebräuchlich "Adj 通常的, 通用的, 常用的"
Gebrauchsgegenstand "m 日常品"
gebraucht "P.II 用过的, 用旧的"
Gebrauchtwagen "m 旧汽车，二手汽车"
Gebühr "f, -en 支付(公用事业)费用; 会费; 适度"
gebühren "Vi 应当归于...; 应得"
gebührenfrei "Adj 免费的"
Geburt "f, -en 出生, 诞生, 分娩"
Geburtenkontrolle "f unz 节育"
Geburtshaus "n, ⸚er 诞生的房屋"
Geburtskontrolle "f, -n 节制生育, 计划生育"
Geburtstag "m, -e 生日, 诞辰"
Geburtstagsgeschenk "n, -e 生日礼物"
Gebüsch "n, -e 灌木丛"
Gedächtnis "n, -se 记忆, 记忆力; 纪念"
Gedanke "m, -n 思想, 主意"
gedeihen "Vi 生长良好的; 进展, 繁荣"
gedenken "Vt/Vi 打算; 回想"
Gedenkfeier "f, -n 纪念会"
Gedicht "n, -e 诗"
Gedränge "n 拥挤; 紧迫"
Geduld "f, o. Pl 耐心, 忍耐"
geduldig "Adj 耐心的"
geehrt "P.II 尊敬的"
geeignet "Adj 合适的"
Gefahr "f, -en 危险, 危急"
gefährden "Vt 损害"
Gefährdung "f, -en 危害, 受威胁"
gefährlich "Adj 危险的"
Gefährte "m, -n 同伴, 伴侣"
Gefallen "m 乐趣, 喜悦"
gefallen "Vi (gefällt, gefiel, gefallen) 使...中意, 讨(人)喜欢"
gefällig "Adj 使人喜欢的; 乐于助人的"
Gefangene "m/f, (dekl. wie Adj) 囚犯"
gefangennehmen "Vt 捕获; 使...着迷"
Gefangenschaft "f 监禁, 拘禁; 俘获"
Gefängnis "n, -se 监狱"
gefärbt "Adj 有色的, 著色的"
Gefolge "n, - 侍从; 结果"
Gefolgschaft "f 护卫, 随从; 服从, 追随"
gefrieren "Vi 结冰, 冻结, 凝固"
Gefrierpunkt "m 冰点"
Gefüge "n - 结构, 构造, 组织, 接合"
Gefühl "n -e 感情, 心情; 感觉"
gefürchtet "Adj 令人敬畏的; 可怕的"
gegebenenfalls "Adv 也许"
Gegebenheit "f, -en 情况, 条件"
gegen "+ A Präp 朝...方向, 对着; 反对, 违背; 大约"
Gegend "f, -en 地区; 附近, 周围"
gegeneinander "Adv 彼此相对, 互相"
Gegenleistung "f, -en 报答"
Gegenlicht "n, o. Pl 逆光"
Gegensatz "m, ⸚e 矛盾, 对立; 相反； im Gegensatz zu 与...相反"
gegenseitig "Adj 互相的, 双方的"
Gegenstand "m, ⸚e 物件, 东西; 题目, 对象"
Gegenstück "n, -e 配对物, 相应物; 反面, 对立面"
Gegenteil "n, -e 相反(的事物), 反面； im Gegenteil 相反(地)"
gegenüber "Präp + D，在...的对面; (面)对...; 与...相比"
gegenüberstehen "Vi 站在对面, 面对"
Gegenwart "f, o. Pl 现代, 当代; 在场, 出席"
gegenwärtig "Adj 现在的, 目前的"
Gegner "m, - 对手; 敌人"
Gehalt "m, -e 内容, 成分"
Gehalt "n, ⸚er 薪金, 工资"
Gehäuse "n 机箱，罩; (苹果等的)果心; 球门"
geheim "Adj 秘密的"
Geheimdienst "m, -e 秘密警察"
geheimhalten "Vt (+ vor D) 保守秘密"
Geheimnis "n, -se 秘密, 机密"
geheimnisvoll "Adj 神秘的"
geheimtun "Vi 故作神秘"
gehen "Vi (geht, ging, ist gegangen) 1. 步行, 走 2. 前往, 赴 3. 进行, 可以； Es geht um jdn/etw 涉及, 关系到"
